,index,Unnamed: 0,sentence_id,words,labels
2071,2071,12546,20787,kayku na:,adj.
2072,2072,7495,15736,Ñawpa,adj.
2073,2073,4691,12914,ñawi nchik manta,s
2074,2074,12178,20419,nina,s
2075,2075,9661,17902,ancha,adv.
2076,2076,6696,14937,wayk 'ukun.,v
2077,2077,7513,15754,tukus papas,v
2078,2078,12526,20767,kayku na:,adj.
2079,2079,9842,18083,mana,adv.
2080,2080,8428,16669,atinchik mi.,v
2081,2081,15228,23469,chaya much kaptin si,v
2082,2082,13585,21826,llull akusqan manta s,adv.
2083,2083,6465,14706,tusun.,v
2084,2084,11375,19616,llamk 'arqan ku.,v
2085,2085,12576,20817,Pa chak,adj.
2086,2086,9474,17715,qhunan ku.,v
2087,2087,5969,14210,atuq qa,s
2088,2088,5334,13570,kaymanta!,adv.
2089,2089,8562,16803,runa qa,s
2090,2090,7832,16073,mana,adv.
2091,2091,13348,21589,manam,adv.
2092,2092,4893,13117,yuntakuna wan,s
2093,2093,9068,17309,turuy qa,s
2094,2094,10805,19046,puriy ka chayta,v
2095,2095,2896,11112,maki pipas,s
2096,2096,9190,17431,Uwiha,s
2097,2097,3797,12019,munas pa,v
2098,2098,7426,15667,wayk 'ukuna.,v
2099,2099,1627,9832,Kurnitata,s
2100,2100,10166,18407,paqa rirqa nchik.,v
2101,2101,8101,16342,q 'uñichis pa,v
2102,2102,8768,17009,ninmi,v
2103,2103,644,8838,mikun ku.,v
2104,2104,3157,11373,qispirqachinñam.,v
2105,2105,13551,21792,sapa,adj.
2106,2106,12367,20608,k 'acha y,v
2107,2107,5267,13499,kama chi kunan kupaq,adj.
2108,2108,1734,9939,maytuta,s
2109,2109,9925,18166,Layqa qa,s
2110,2110,13169,21410,mana,adv.
2111,2111,5677,13918,suti yqa,s
2112,2112,13888,22129,chuwi,s
2113,2113,937,9131,Chiwchi kuna pa,s
2114,2114,14987,23228,Tullu,s
2115,2115,14549,22790,yawar niyuq pas,adj.
2116,2116,3301,11519,kancharin.,v
2117,2117,11999,20240,Hat 'aquqa,s
2118,2118,13276,21517,wayk 'urqu nchik.,v
2119,2119,2615,10830,runa qa,s
2120,2120,12586,20827,"kan,",v
2121,2121,11860,20101,hatun,adj.
2122,2122,7891,16132,huñun akun qa.,v
2123,2123,15032,23273,sa rata taq,s
2124,2124,11486,19727,ruruta,s
2125,2125,14934,23175,Siwar ataqa,s
2126,2126,12804,21045,t 'ika,s
2127,2127,7997,16238,illanta,s
2128,2128,12769,21010,achka s,adj.
2129,2129,3461,11681,haywamuwa y!,v
2130,2130,616,8810,tanta,s
2131,2131,11567,19808,llaqta kuna pi,s
2132,2132,13491,21732,chay raykum,adv.
2133,2133,2925,11141,qallaykusun.,v
2134,2134,2298,10507,utuluta,s
2135,2135,6611,14852,wach 'ispa,v
2136,2136,12292,20533,achka,det.
2137,2137,9874,18115,Laqha,adj.
2138,2138,12355,20596,p 'unchaw,s
2139,2139,4189,12412,Qipiykita,s
2140,2140,8675,16916,kacha rp ariy.,v
2141,2141,2172,10379,much ikuna,s
2142,2142,6796,15037,Sara,s
2143,2143,3768,11989,Piruw mi.,s
2144,2144,851,9045,chuñuta,s
2145,2145,10165,18406,Llaqt apim,s
2146,2146,12308,20549,llapa,det.
2147,2147,6181,14422,chay rayku taq,conj.
2148,2148,13361,21602,kaspa qa,v
2149,2149,5935,14176,llaqt apiqa,s
2150,2150,11469,19710,pampa man,s
2151,2151,1512,9717,mana,adv.
2152,2152,7193,15434,kay,det.
2153,2153,9498,17739,mancha kuspa.,v
2154,2154,4836,13060,yaku,s
2155,2155,2661,10876,kawpuna paq,v
2156,2156,10101,18342,allpa manta,s
2157,2157,3874,12096,patan kuna,s
2158,2158,5951,14192,"ch 'ikikun,",v
2159,2159,12020,20261,punchupaq pas,s
2160,2160,4054,12277,papa wan,s
2161,2161,14169,22410,punku man,s
2162,2162,14271,22512,rurun.,v
2163,2163,2771,10986,hawa smanta,s
2164,2164,6119,14360,alasán,s
2165,2165,11271,19512,Wa tukuq,s
2166,2166,134,8320,allim p asun.,v
2167,2167,10418,18659,utqaychalla,adv.
2168,2168,12154,20395,Ñawpaq,adv.
2169,2169,6704,14945,k 'utuy paq,v
2170,2170,11665,19906,Chay,det.
2171,2171,9677,17918,wisch 'un akun ku.,v
2172,2172,7486,15727,papa,s
2173,2173,8136,16377,Isanka qa,s
2174,2174,923,9117,chura na.,v
2175,2175,10598,18839,runa qa,s
2176,2176,597,8791,Chankaka wan,s
2177,2177,11926,20167,mana s,adv.
2178,2178,2546,10761,puru tuta,s
2179,2179,8013,16254,ruphakuq,adj.
2180,2180,7124,15365,tullu,s
2181,2181,9216,17457,wata ntin,s
2182,2182,3213,11429,waqta pi,s
2183,2183,5353,13589,mayllarqamu y!,v
2184,2184,10829,19070,huk,det.
2185,2185,9264,17505,"phasita wan,",s
2186,2186,7086,15327,qañiwata,s
2187,2187,11065,19306,qurpachasunki.,v
2188,2188,10164,18405,Mama,s
2189,2189,3939,12162,wa rata,s
2190,2190,1948,10154,sukamun mi.,v
2191,2191,6173,14414,chay rayku taq,conj.
2192,2192,5826,14067,taka r quymi.,s
2193,2193,14129,22370,llusk 'aspa,adv.
2194,2194,14646,22887,ñut 'u,adj.
2195,2195,9254,17495,kasqanta,v
2196,2196,14955,23196,Siwar ataqa,s
2197,2197,1172,9368,kanqa.,v
2198,2198,8435,16676,K 'iris qa,adj.
2199,2199,14939,23180,suysu r qunki.,v
2200,2200,5011,13237,raymi p aqqa,v
2201,2201,11821,20062,chaypi taq,adv.
2202,2202,1643,9848,kuru rmi,s
2203,2203,740,8934,llull ataqa.,s
2204,2204,8819,17060,k 'all anata pas,s
2205,2205,11367,19608,paña manta,s
2206,2206,3893,12115,tipana wan.,s
2207,2207,285,8475,sima na,s
2208,2208,7415,15656,yuyu,s
2209,2209,13350,21591,ancha,adj.
2210,2210,5605,13846,atuq hina,s
2211,2211,6512,14753,sasawi,s
2212,2212,10083,18324,allin.,adj.
2213,2213,12309,20550,uywa kuna pa,s
2214,2214,336,8527,Sumaq,adj.
2215,2215,8449,16690,chay manta taq,conj.
2216,2216,14132,22373,chaki,s
2217,2217,10044,18285,wañusun mi.,v
2218,2218,5895,14136,ch 'atarqu y,v
2219,2219,5478,13714,aycha qa,s
2220,2220,1595,9800,Pinqakuspan qa,v
2221,2221,4369,12592,pawaptin,v
2222,2222,2991,11207,Manam,adv.
2223,2223,7783,16024,simipi qa,s
2224,2224,6618,14859,qarayku y.,v
2225,2225,8236,16477,raymim anqa,s
2226,2226,9541,17782,yuyay wan,s
2227,2227,11208,19449,q 'illunta,s
2228,2228,6450,14691,18,det. numeral
2229,2229,13495,21736,hamut 'ayni yuq.,s
2230,2230,1824,10029,yanqa puni,s
2231,2231,11678,19919,anchata,adv.
2232,2232,2862,11078,Akuta,s
2233,2233,1304,9501,rinan paq,v
2234,2234,4097,12320,Uma,s
2235,2235,7688,15929,suwata,s
2236,2236,13083,21324,pata ra,adj.
2237,2237,2249,10458,tayta,s
2238,2238,446,8638,pacha kunata,s
2239,2239,9982,18223,"paraptin pas,",v
2240,2240,13507,21748,tukus pa,v
2241,2241,14041,22282,ñutqhunta,s
2242,2242,2426,10638,panta chin.,v
2243,2243,3742,11963,Misi,s
2244,2244,468,8662,apanku.,v
2245,2245,12443,20684,hap 'in.,v
2246,2246,6828,15069,rutu na;,v
2247,2247,5928,14169,wa waman,s
2248,2248,5082,13309,rikhurimun.,v
2249,2249,9642,17883,Yana,adj.
2250,2250,1485,9690,Kaypim,adj.
2251,2251,11147,19388,runa kuna qa,s
2252,2252,15180,23421,runa kuna qa,s
2253,2253,13757,21998,aruwi,s
2254,2254,11907,20148,taka spa,v
2255,2255,1391,9595,Manam,adv.
2256,2256,3237,11454,mana,adv.
2257,2257,827,9021,sa patu wan,s
2258,2258,10529,18770,Rumi,s
2259,2259,14028,22269,Wawa kuna pa,s
2260,2260,2764,10979,Puru tuta,s
2261,2261,3965,12188,hatun mi.,adj.
2262,2262,8402,16643,Chichu,adj.
2263,2263,3877,12099,tikrasu nchik.,v
2264,2264,11523,19764,Lichi,s
2265,2265,7080,15321,siwar atapas,s
2266,2266,4978,13204,t 'ikanwan mi,s
2267,2267,10698,18939,Mana raq,adv.
2268,2268,8858,17099,atuqta,s
2269,2269,14440,22681,q 'apiykachanaykita qa,adv.
2270,2270,9018,17259,kawsa nchik.,v
2271,2271,1400,9604,Karum,adv.
2272,2272,11804,20045,chay,det.
2273,2273,10688,18929,kachi pas,s
2274,2274,5475,13711,unquy kunata s,s
2275,2275,5680,13921,kani,v
2276,2276,12828,21069,thiqtinapaq qa,v
2277,2277,540,8734,haku chik.,v
2278,2278,5671,13912,misk 'ipuni.,adj.
2279,2279,13540,21781,p 'unchaw puni,s
2280,2280,10008,18249,Llama qa,s
2281,2281,7838,16079,"hunt 'am,",adj.
2282,2282,15449,23690,qhuña qa,s
2283,2283,11878,20119,"Imasmari,",loc.
2284,2284,10676,18917,chay rayku taq,conj.
2285,2285,8958,17199,atin chu.,v
2286,2286,8602,16843,K 'usillu chaqa,s
2287,2287,4843,13067,Yarqay,adj.
2288,2288,6271,14512,wañuy llam,v
2289,2289,3020,11236,qichinchasqam,s
2290,2290,12332,20573,aya,s
2291,2291,3079,11295,llimpi y.,v
2292,2292,12388,20629,P 'isaq qa,s
2293,2293,7491,15732,tukus papas,v
2294,2294,11505,19746,llaqtapi,s
2295,2295,9496,17737,munan kuchu,v
2296,2296,2227,10436,qillqasun.,v
2297,2297,4089,12312,yanupuwa y.,v
2298,2298,13515,21756,¿Pitaq,pron.interrog.
2299,2299,10061,18302,Llam p 'u,adj.
2300,2300,65,8251,Runa pa,s
2301,2301,1133,9327,huch ay kuna pa.,s
2302,2302,12201,20442,allin.,adj.
2303,2303,603,8797,hawanta,adv.
2304,2304,3544,11764,Puñun aypi qa,s
2305,2305,6493,14734,aycha manta,s
2306,2306,7353,15594,uñata,adj.
2307,2307,14094,22335,Puma qa,s
2308,2308,8544,16785,wakichisu nchik,v
2309,2309,6061,14302,Tusuq kuna qa,s
2310,2310,7253,15494,Kunan,adv.
2311,2311,11870,20111,uman chik mi,s
2312,2312,6214,14455,aparqamuwa y.,v
2313,2313,8619,16860,uqata,s
2314,2314,2402,10611,taytanta,s
2315,2315,10019,18260,kisata,s
2316,2316,9432,17673,Kisuta qa,s
2317,2317,1885,10090,Llukuta,s
2318,2318,10398,18639,taka na »,v
2319,2319,1263,9460,Ispana y,s
2320,2320,6582,14823,puchka s un chik.,v
2321,2321,14165,22406,mana,adv.
2322,2322,2841,11057,mikuspa qa,v
2323,2323,4222,12445,yaykumunman chu.,v
2324,2324,2455,10667,Paqariy,s
2325,2325,9903,18144,lat 'aspa ña,v
2326,2326,11371,19612,Ñawpa,adj.
2327,2327,12799,21040,panta sqa.,v
2328,2328,1662,9867,chuk cha,s
2329,2329,707,8901,maskamu y,v
2330,2330,1576,9781,Kukuli kuna qa,s
2331,2331,1882,10087,Misk iyuq,s
2332,2332,5299,13531,Chay,adj.
2333,2333,7807,16048,"tawa,",s
2334,2334,5637,13878,Inka,s
2335,2335,170,8356,Allqu,s
2336,2336,3082,11298,llimpi y.,v
2337,2337,6963,15204,Hawasta pas,s
2338,2338,8438,16679,unuchawan raq,s
2339,2339,3349,11568,raymita,s
2340,2340,13327,21568,aypasunman chu.,v
2341,2341,13733,21974,chay rayku taq,adv.
2342,2342,434,8626,qanchis,adj.
2343,2343,9549,17790,wata qa,s
2344,2344,2403,10612,haku,v
2345,2345,4966,13192,upya na.,v
2346,2346,1492,9697,uywakusqaytam,s
2347,2347,6066,14307,puchun.,v
2348,2348,10163,18404,Perú,s
2349,2349,1195,9392,Tawa ntin,num
2350,2350,9942,15623,Chay,pron.
2351,2351,476,8670,riqsichiwa y.,v
2352,2352,723,8917,chakall anta.,s
2353,2353,13845,22086,nunanta qa,s
2354,2354,12066,20307,"lastikumanta pas,",s
2355,2355,13303,21544,qhuchparqachis pa,adv.
2356,2356,2971,11187,kaptin,v
2357,2357,4142,12365,runam,s
2358,2358,6896,15137,ch 'uñupa s,s
2359,2359,8078,16319,tayta,s
2360,2360,5207,13439,mikhu spa,v
2361,2361,12842,21083,k 'aspin manta.,s
2362,2362,13013,21254,Pa qucha qa,s
2363,2363,10987,19228,qhari pa,s
2364,2364,7341,15582,puñuna manta,s
2365,2365,10484,18725,ukhunchi kta,s
2366,2366,2372,10581,pakpaka,s
2367,2367,5930,8582,Qam,pron.
2368,2368,12017,20258,qara chata,s
2369,2369,1012,9206,Yach achiq mi,s
2370,2370,6466,14707,Chaqay,det.
2371,2371,12377,20618,p 'acha ntin,s
2372,2372,576,8770,lliklla,s
2373,2373,2189,10396,kirpakurquptin qa,v
2374,2374,4603,12826,wayta nku.,v
2375,2375,64,8250,achikyani ku.,v
2376,2376,13988,22229,kasqa.,v
2377,2377,7057,15298,llull akuna chu.,v
2378,2378,1434,9638,runa,s
2379,2379,6036,14277,llamk 'asunchik taq.,v
2380,2380,13526,21767,wasinchikta pas,s
2381,2381,13027,21268,Para,s
2382,2382,11704,19945,yuraq,adj.
2383,2383,15419,23660,pa chaman qa,s
2384,2384,2120,10327,taqsa y,s
2385,2385,2818,11034,"qallpam,",adj.
2386,2386,7430,15671,hawch 'atapas,s
2387,2387,4389,12612,muqunta,s
2388,2388,13927,22168,Saqsa y,adj.
2389,2389,12794,21035,pantarqusqani.,v
2390,2390,5721,13962,muru,adj.
2391,2391,5000,13226,Ñan,s
2392,2392,5362,13598,qhuyam anta qa,s
2393,2393,3726,11947,yaykur quptinqa,v
2394,2394,15512,23753,kimsa yuq,adj.
2395,2395,7943,16184,huqarin »,v
2396,2396,9268,17509,kuta tawan,s
2397,2397,7521,15762,kall chayta,s
2398,2398,5257,13489,llaqt apiqa,s
2399,2399,933,9127,Mayu,s
2400,2400,15161,23402,marun.,v
2401,2401,2548,10763,Pata chi,s
2402,2402,13969,22210,kay,adj.
2403,2403,13926,22167,tarikun,v
2404,2404,7292,15533,p 'unchaw mi,s
2405,2405,7963,16204,pampa,s
2406,2406,13389,21630,manam,adv.
2407,2407,7695,15936,taka na.,v
2408,2408,1990,10197,Allpa,s
2409,2409,10758,18999,yuya rinku.,v
2410,2410,4254,12477,rurasqam,adj.
2411,2411,705,8899,chiki s.,adj.
2412,2412,14019,22260,uywa nchik.,s
2413,2413,7203,15444,"hamun,",v
2414,2414,10508,18749,pirqata,s
2415,2415,10972,19213,marq 'ay kuna nchik.,v
2416,2416,6505,14746,chaski kuna.,s
2417,2417,3033,11249,hukta,num
2418,2418,1389,9593,kanka qa,s
2419,2419,14123,22364,Punchu qa,s
2420,2420,13524,21765,wasinchikta pas,s
2421,2421,8274,16515,simi yuq.,s
2422,2422,9191,17432,khankawan qa,s
2423,2423,3175,11391,Qiwata,s
2424,2424,7670,15911,Runan qa,s
2425,2425,14004,22245,pukú y »,s
2426,2426,9383,17624,urqu,s
2427,2427,2638,10853,hurqumu y!,v
2428,2428,6346,14587,Chay,det.
2429,2429,6074,14315,allin,adj.
2430,2430,130,8316,Uqa,s
2431,2431,3167,11383,kaspikunata,s
2432,2432,11632,19873,¡Mullpha,adj.
2433,2433,14160,22401,ancha,adj.
2434,2434,1847,10052,riqita,s
2435,2435,9717,17958,kutata qa,s
2436,2436,3361,11580,rikcharikunñam!,v
2437,2437,1309,9506,¡Kachi,s
2438,2438,454,8648,wasi pa,s
2439,2439,12014,20255,kiru,s
2440,2440,4524,12747,Asnuta,s
2441,2441,9365,17606,killapi,s
2442,2442,7377,15618,kumpa s un chik.,v
2443,2443,6786,15027,ruruta qa,s
2444,2444,11862,20103,iskay,det.
2445,2445,4549,12772,Unquq,s
2446,2446,9317,17558,all akuq,s
2447,2447,3727,11948,runa qa,s
2448,2448,9819,18060,unu,s
2449,2449,5335,13571,¡Chay,adj.
2450,2450,2555,10770,allinñam,adj.
2451,2451,4193,12416,Ilampu,adj.
2452,2452,6747,14988,Ñawpaq qa,adv.
2453,2453,718,8912,mana chu,adv.
2454,2454,7066,15307,hamk 'asqa manta pas,s
2455,2455,5817,14058,minchha taq,adv.
2456,2456,5902,14143,waskhatam,s
2457,2457,10170,18411,Llaqt apim,s
2458,2458,12883,21124,killapim,adv.
2459,2459,6498,14739,anchata,adv.
2460,2460,11422,19663,wank 'uchu,s
2461,2461,3930,12152,sunqunta,s
2462,2462,4485,12708,waran qa,num
2463,2463,10895,19136,qhari kuna qa,s
2464,2464,6168,14409,ki chas qa,adj.
2465,2465,8403,16644,warmi kuna qa,s
2466,2466,12009,20250,chuku yuq,s
2467,2467,6279,14520,chaka.,s
2468,2468,13119,21360,wasi kuna qa,s
2469,2469,1093,9287,kachkan.,v
2470,2470,9514,17755,anchata,adv.
2471,2471,14568,22809,Q 'inti qa,s
2472,2472,11566,19807,puna,s
2473,2473,11465,19706,warmi qa,s
2474,2474,14039,22280,hasp 'ispa,adj.
2475,2475,4064,12287,ukupim,adv.
2476,2476,4033,12256,Tuyu,s
2477,2477,9515,17756,llamk 'aspa,v
2478,2478,9556,17797,hukni yuq,s
2479,2479,4825,13049,yanu chkan ku.,v
2480,2480,3316,11534,Ayllu,s
2481,2481,298,8488,Qinchu,s
2482,2482,2929,11145,Chay,adj.
2483,2483,14429,22670,"q 'apan,",adj.
2484,2484,12967,21208,p 'unchaw qa,s
2485,2485,15156,23397,warmi taq,s
2486,2486,3099,11315,yanapawanki.,v
2487,2487,755,8949,"chira pa,",s
2488,2488,679,8873,chayarqamu y.,v
2489,2489,11649,19890,allin.,adj.
2490,2490,2211,10418,musk ispa,v
2491,2491,13330,21571,"tuytun,",v
2492,2492,6954,15195,Minas,s
2493,2493,3384,11603,Ilaqtata qa,s
2494,2494,14247,22488,kuska yuq,adj.
2495,2495,4921,13145,kuchumun ku.,v
2496,2496,7023,15264,chutaspam,v
2497,2497,4313,12536,purun,adj.
2498,2498,5695,13936,Mama yki,s
2499,2499,11826,20067,runan pa,s
2500,2500,6794,15035,muk 'uchawan mi,s
2501,2501,10745,18986,¡Mama cha!,s
2502,2502,14386,22627,runa kuna qa,s
2503,2503,4021,12244,killa,s
2504,2504,12970,21211,ñawin pas,s
2505,2505,6699,14940,chik chi pasa pacha,adj.
2506,2506,9309,17550,millay,adj.
2507,2507,6837,15078,chuk chu,s
2508,2508,8447,16688,unuchawan raq,s
2509,2509,3258,11476,qura,s
2510,2510,7457,15698,haya.,v
2511,2511,13822,22063,"puchkan,",v
2512,2512,5149,13379,pa payta,s
2513,2513,2333,10542,Ilasam.,adj.
2514,2514,11410,19651,kutu tuta wan,s
2515,2515,14373,22614,Curahuata,s
2516,2516,787,8981,Chiwchi kuna qa,s
2517,2517,8481,16722,mana,adv.
2518,2518,9132,17373,allin mi;,adj.
2519,2519,10835,19076,way nata qa,s
2520,2520,7159,15400,p 'akisqata,adj.
2521,2521,8238,16479,k 'acha,adj.
2522,2522,9380,14493,Ima,pron.
2523,2523,6225,14466,chiri r qunman;,v
2524,2524,4266,12489,Uturunku qa,s
2525,2525,3483,11703,mikuchin ku.,v
2526,2526,11872,20113,Unuta,s
2527,2527,10328,18569,lipipipiykamuchkan?,v
2528,2528,8996,17237,Chay,det.
2529,2529,452,8646,runa qa,s
2530,2530,3276,11494,iskay mi.,num
2531,2531,11795,20036,wasita,s
2532,2532,1401,9605,Lima,s
2533,2533,3382,11601,hurqun an chik mi.,v
2534,2534,10867,19108,"chinkarqachis qa,",v
2535,2535,4478,12701,kuchpakarqamunman mi.,v
2536,2536,1629,9834,waqa chin.,v
2537,2537,5843,14084,k 'irikunapaq pas.,s
2538,2538,9451,17692,Ki wicha,s
2539,2539,12777,21018,Huk,adj.
2540,2540,10547,18788,lluq s inchik pas.,v
2541,2541,13370,21611,phillillu,s
2542,2542,1381,9585,rur asun.,v
2543,2543,11397,19638,runa,s
2544,2544,14073,22314,chura kunku.,v
2545,2545,8888,17129,kaqkuna qa:,s
2546,2546,15041,23282,wata,s
2547,2547,1331,9528,wank inku.,v
2548,2548,15038,23279,llaq tatam,s
2549,2549,2894,11110,mayllakusqa qa,adj.
2550,2550,1067,9261,warmi kuna,s
2551,2551,5997,9358,Wakanchi kta,pron.
2552,2552,5702,13943,hampikuq,s
2553,2553,1556,9761,kana paq,v
2554,2554,1620,9825,Kuraq,s
2555,2555,8055,16296,yachachiqniy pa,s
2556,2556,9077,17318,hatun,adj.
2557,2557,14581,22822,ichhu,s
2558,2558,15314,23555,qhulla,adj.
2559,2559,4788,13012,ya chan.,v
2560,2560,13079,21320,sira sqata,adv.
2561,2561,4759,12983,puriyta,v
2562,2562,11313,19554,sall qa kuna pas,s
2563,2563,15409,23650,rikukun.,v
2564,2564,6244,14485,rumi cha kuna yuq,s
2565,2565,674,8868,¡Maypiraqyá,pron.interrog.
2566,2566,6964,15205,siwar atapas,s
2567,2567,15059,23300,¡Allquykita,s
2568,2568,6414,14655,cham p iyuq si,s
2569,2569,2217,10424,riqsich wan.,v
2570,2570,12432,20673,mikhuykuspa taq,v
2571,2571,15400,23641,hayk 'appas,adv.
2572,2572,3953,12176,turiyta,s
2573,2573,9196,17437,puquykun.,v
2574,2574,8255,16496,sara,s
2575,2575,4564,12787,rapranta,s
2576,2576,10799,19040,Tutayaq pi,s
2577,2577,15024,23265,p 'unchaw paq,s
2578,2578,120,8306,kachkan.,v
2579,2579,14576,22817,k 'aska chispa,adv.
2580,2580,13962,22203,hayt 'aypi qa,adj.
2581,2581,13258,21499,manam,adv.
2582,2582,2544,10759,Pata,s
2583,2583,10917,19158,hich 'anku.,v
2584,2584,9242,17483,Warmi kuna qa,s
2585,2585,12983,21224,Millay,adj.
2586,2586,2458,10670,paqarirqamus qa.,v
2587,2587,2798,11014,puturichkan ña.,v
2588,2588,1287,9484,Maki ypi,s
2589,2589,7463,11887,Pay pa,pron.
2590,2590,11037,17292,chaqay pas,pron.
2591,2591,8931,17172,ancha,adv.
2592,2592,3980,12203,rimapti y,v
2593,2593,7691,15932,hiq 'ipaqta qa,s
2594,2594,2051,10258,Masaytam,s
2595,2595,12343,20584,"runa pas,",s
2596,2596,15361,23602,chay mi,adj.
2597,2597,10047,18288,rantinki chu? »,v
2598,2598,2169,10376,Makiykita,s
2599,2599,15452,23693,runa kunata qa,s
2600,2600,14713,22954,wirulla,s
2601,2601,14806,23047,hap 'ichikun apaq qa.,v
2602,2602,1035,9229,Haku,v
2603,2603,3391,11610,para,s
2604,2604,14084,22325,Chay manta taq,adv.
2605,2605,13914,22155,tullpun ku.,v
2606,2606,5295,13527,añas,s
2607,2607,10651,18892,Rur ukuna,s
2608,2608,23,26860,Qamkuna,pron.
2609,2609,12877,21118,Bertha,s
2610,2610,15312,23553,atiq,s
2611,2611,2650,10865,Pisqu kuna,s
2612,2612,11404,19645,"rantikurqani,",v
2613,2613,5398,13634,Mama,s
2614,2614,3211,11427,sapa,adj.
2615,2615,7386,15627,Hawapi qa,s
2616,2616,151,8337,Allqa,adj.
2617,2617,9785,18026,wapsi,s
2618,2618,15475,23716,sara qa,s
2619,2619,58,8244,Achan qara y,s
2620,2620,6059,14300,qhari,s
2621,2621,5756,13997,Waqay chas qa,v
2622,2622,1962,10169,machkatam,s
2623,2623,6708,14949,kasqa.,v
2624,2624,14293,22534,Usicayo s,s
2625,2625,10079,18320,lichi pa,s
2626,2626,11038,19279,hawa,adj.
2627,2627,3278,11496,qusan qa,s
2628,2628,6082,14323,lliklla qa,s
2629,2629,1897,10102,sunquyuq mi.,adj.
2630,2630,3772,11993,Suyu chan chik pa,s
2631,2631,4690,12913,rikurimuptin,v
2632,2632,9770,18011,mana,adv.
2633,2633,14518,22759,Ichhu,s
2634,2634,9722,17963,kutata qa,s
2635,2635,4352,12575,wallata qa.,s
2636,2636,8573,16814,Qullqi yuq,adj.
2637,2637,9034,17275,wayrata,s
2638,2638,5395,13631,huk,det.
2639,2639,273,8463,punkipakuwaq mi.,v
2640,2640,11517,19758,sa rata,s
2641,2641,10194,18435,pisi,det.
2642,2642,3162,11378,qispirqachinñam.,v
2643,2643,9335,17576,ruru chan mi.,s
2644,2644,1325,9522,kalawasata,s
2645,2645,13411,21652,qañiwa,s
2646,2646,12341,20582,P 'aqu,adj.
2647,2647,5298,13530,allin.,adj.
2648,2648,8186,16427,hak 'upi,s
2649,2649,15318,23559,ima,adj.
2650,2650,263,8453,chay aspa nku,v
2651,2651,4220,12443,usqu,adj.
2652,2652,3529,11749,mana,adv.
2653,2653,15137,23378,wasaypi,s
2654,2654,8992,17233,añas qa,s
2655,2655,7762,16003,runa kuna,s
2656,2656,8531,16772,allin chu.,adj.
2657,2657,8621,16862,q 'uñichis pa,v
2658,2658,13218,21459,wasi man,s
2659,2659,3669,11890,Waka pa,s
2660,2660,438,8630,Ñawpaq,adv.
2661,2661,10339,18580,runa kuna qa,s
2662,2662,5088,13315,llama,s
2663,2663,1504,9709,lnka kuna,s
2664,2664,9681,17922,"kuru rana,",v
2665,2665,5789,14030,Awsan,adv.
2666,2666,6262,14503,ch 'uyan chay,v
2667,2667,2671,10886,mikuyta.,s
2668,2668,3750,11971,kaytam,v
2669,2669,15411,23652,churi ypa,adj.
2670,2670,7635,15876,aswan,adv.
2671,2671,9385,17626,chaninta,adv.
2672,2672,13917,22158,tiyaq,adj.
2673,2673,11359,19600,Allwi sqa,adj.
2674,2674,6833,15074,Anti manta,s
2675,2675,11705,19946,ch 'uñuqa,s
2676,2676,3678,11899,hapirquptin,v
2677,2677,7024,15265,t 'iranchik.,v
2678,2678,6790,15031,chaymantañam,conj.
2679,2679,12225,20466,ruran apaq mi,v
2680,2680,8589,16830,ch 'aki,adj.
2681,2681,8196,16437,qhuchparichis pa,v
2682,2682,15135,23376,p 'unchaw,s
2683,2683,13372,21613,tusuq,s
2684,2684,3415,11634,rumi y arqusqa.,adj.
2685,2685,3294,11512,miskim,adj.
2686,2686,10574,18815,kuta spa,v
2687,2687,8199,16440,ch 'uñu,s
2688,2688,14127,22368,Ñaqha,adv.
2689,2689,12673,20914,uywa kuna paq,s
2690,2690,5141,13371,watyata pas,s
2691,2691,13778,22019,siqi pi.,s
2692,2692,8803,17044,ma mata pas,s
2693,2693,14877,23118,Qantu,s
2694,2694,1868,10073,Lluchka,adj.
2695,2695,9561,17802,watam anqa,s
2696,2696,429,8621,wallpaykita,s
2697,2697,9524,17765,kulli,adj.
2698,2698,15417,23658,paqa rirqan.,v
2699,2699,10093,18334,allpa manta,s
2700,2700,2879,11095,qaran qa,s
2701,2701,14300,22541,qaraykuwan ku.,v
2702,2702,5142,13372,mikhu s un chik mi.,v
2703,2703,10232,18473,allqu qa,s
2704,2704,2203,10410,utin.,v
2705,2705,11657,19898,munay,adj.
2706,2706,8714,16955,Kinuwata,s
2707,2707,45,30308,ima,pron.
2708,2708,11086,19327,wañuchipun.,v
2709,2709,7644,15885,uchu wan,s
2710,2710,10773,19014,"¡Wawqichá y,",s
2711,2711,1795,10000,Hatun,adj.
2712,2712,10304,18545,puka,s
2713,2713,4817,13041,Yanta qa,s
2714,2714,5788,14029,"malliykuchkaspam,",v
2715,2715,11978,20219,sullk 'a,adj.
2716,2716,11458,19699,kasqan,v
2717,2717,8311,16552,runata pas,s
2718,2718,12283,20524,huk,det.
2719,2719,5517,13754,aranway qa,s
2720,2720,14984,23225,k 'aspi,s
2721,2721,14736,22977,chiri,adj.
2722,2722,9300,17541,ch 'uñuta,s
2723,2723,10372,18613,taka na »,v
2724,2724,6891,15132,ch 'aki,adj.
2725,2725,7797,16038,"tawa,",s
2726,2726,12690,20931,tayta,s
2727,2727,9633,17874,ruran apaq qa,v
2728,2728,2932,11148,tarpuyman chu.,v
2729,2729,7134,15375,ch 'un qata,s
2730,2730,7612,15853,masi kunam anpas.,s
